Unnamed: 0,unidad,calle_unidad,nro_unidad,barrio_unidad,distrito,zona,manzana,parcela,Nomenclatu,Categoria_perfil,Descripcion_perfil,geometry,Estado,Tipo_Parce,_merge,gestor,tasa_interes_anual,plazo_meses,capital_original,fecha_inicio,fecha_vencimiento,dias_mora,score_riesgo,bucket_mora,estado_credito,saldo_capital,intereses_devengados,saldo_total,pagos_ultimo_mes,fecha_ultimo_pago
609,401387,CIUDAD DE TAMPA                         ,2417,VILLA CABRERA                           ,5,16,12,8,1101010516012008,Perfil Insuficiente,"Perfil Insuficiente. Con actividad. NSE C3. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $16.000,00 y $16.500,00.","POLYGON ((4384818.40018901 6527533.48919979, 4384825.53271688 6527554.17433241, 4384836.07715147 6527550.36755563, 4384832.76863151 6527540.62032957, 4384830.95394997 6527535.27407937, 4384829.08106259 6527529.75551788, 4384818.40018901 6527533.48919979))",EDIFICADO PH,URBANO,both,Estudio D,60,48,118000,2023-10-07,2027-10-07,170,34,91-180 días,En mora,99200,27700,126900,0,2025-10-31
610,402612,"ARGA¶ARAS, JUAN ANTONIO                 ",1561,VILLA CABRERA                           ,5,16,58,22,1101010516058022,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384647.2733967 6527065.69379245, 4384655.83587171 6527064.81879353, 4384655.05462004 6527041.94386036, 4384651.80462918 6527040.25636584, 4384641.05466374 6527059.94381028, 4384647.2733967 6527065.69379245))",EDIFICADO NoPH,URBANO,both,Estudio D,108,24,204000,2023-06-05,2025-06-05,72,20,61-90 días,En mora,40200,8600,48800,0,2026-02-02
611,402612,"ARGA¶ARAS, JUAN ANTONIO                 ",1561,VILLA CABRERA                           ,5,16,58,22,1101010516058022,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384647.2733967 6527065.69379245, 4384655.83587171 6527064.81879353, 4384655.05462004 6527041.94386036, 4384651.80462918 6527040.25636584, 4384641.05466374 6527059.94381028, 4384647.2733967 6527065.69379245))",EDIFICADO NoPH,URBANO,both,Estudio B,108,18,862000,2022-07-01,2024-01-01,108,28,91-180 días,En gestión judicial,255100,81500,336600,0,2025-12-18
612,402614,"ARGA¶ARAS, JUAN ANTONIO                 ",1561,VILLA CABRERA                           ,5,16,58,24,1101010516058024,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384662.99209674 6527040.31886374, 4384663.77334856 6527064.06879436, 4384671.74207531 6527063.25629536, 4384671.11707388 6527044.44385032, 4384667.71083348 6527042.81885564, 4384662.99209674 6527040.31886374))",EDIFICADO NoPH,URBANO,both,Estudio D,108,12,443000,2023-12-01,2024-12-01,178,28,91-180 días,En mora,216000,113800,329800,0,2025-10-02
613,402614,"ARGA¶ARAS, JUAN ANTONIO                 ",1561,VILLA CABRERA                           ,5,16,58,24,1101010516058024,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384662.99209674 6527040.31886374, 4384663.77334856 6527064.06879436, 4384671.74207531 6527063.25629536, 4384671.11707388 6527044.44385032, 4384667.71083348 6527042.81885564, 4384662.99209674 6527040.31886374))",EDIFICADO NoPH,URBANO,both,Estudio B,84,6,95000,2023-09-13,2024-03-13,106,26,91-180 días,En gestión judicial,27600,6700,34300,0,2025-12-16
614,402615,"ARGA¶ARAS, JUAN ANTONIO                 ",1559,VILLA CABRERA                           ,5,16,58,25,1101010516058025,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384671.74207531 6527063.25629536, 4384682.7107933 6527062.13129676, 4384687.83577686 6527052.94382266, 4384671.11707388 6527044.44385032, 4384671.74207531 6527063.25629536))",EDIFICADO NoPH,URBANO,both,Estudio C,84,6,749000,2023-07-19,2024-01-19,138,25,91-180 días,En mora,283200,89900,373100,124800,2025-11-12
615,402615,"ARGA¶ARAS, JUAN ANTONIO                 ",1559,VILLA CABRERA                           ,5,16,58,25,1101010516058025,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384671.74207531 6527063.25629536, 4384682.7107933 6527062.13129676, 4384687.83577686 6527052.94382266, 4384671.11707388 6527044.44385032, 4384671.74207531 6527063.25629536))",EDIFICADO NoPH,URBANO,both,Estudio C,120,6,248000,2024-01-12,2024-07-12,79,31,61-90 días,En mora,53700,13900,67600,0,2026-01-11
616,402628,"PINTO, OCTAVIO                          ",2506,VILLA CABRERA                           ,5,16,58,38,1101010516058038,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384601.49227757 6527054.63133256, 4384602.14852578 6527055.25633063, 4384614.96098658 6527043.38136306, 4384619.02347414 6527039.63137329, 4384613.27348991 6527034.31888976, 4384606.117262 6527042.0688684, 4384608.92975428 6527044.63136044, 4384602.58602388 6527051.63134112, 4384603.46102147 6527052.38133878, 4384601.49227757 6527054.63133256))",EDIFICADO NoPH,URBANO,both,Estudio A,60,36,973000,2024-07-21,2027-07-21,147,28,91-180 días,En gestión judicial,809500,195600,1005100,27000,2025-11-15
617,402628,"PINTO, OCTAVIO                          ",2506,VILLA CABRERA                           ,5,16,58,38,1101010516058038,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384601.49227757 6527054.63133256, 4384602.14852578 6527055.25633063, 4384614.96098658 6527043.38136306, 4384619.02347414 6527039.63137329, 4384613.27348991 6527034.31888976, 4384606.117262 6527042.0688684, 4384608.92975428 6527044.63136044, 4384602.58602388 6527051.63134112, 4384603.46102147 6527052.38133878, 4384601.49227757 6527054.63133256))",EDIFICADO NoPH,URBANO,both,Estudio B,108,24,341000,2022-06-12,2024-06-12,93,26,91-180 días,En mora,86900,23900,110800,14200,2025-12-23
618,402632,"PINTO, OCTAVIO                          ",2528,VILLA CABRERA                           ,5,16,58,42,1101010516058042,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384604.36727257 6527074.00627558, 4384620.7422248 6527072.3812775, 4384621.05472389 6527072.38127745, 4384624.9922117 6527067.94378971, 4384637.33592569 6527066.69379124, 4384629.52344665 6527056.81882137, 4384614.96098658 6527043.38136306, 4384602.14852578 6527055.25633063, 4384601.49227757 6527054.63133256, 4384583.52357669 6527037.2563863, 4384568.92986659 6527023.19392981, 4384561.55488935 6527031.13140793, 4384604.36727257 6527074.00627558))",EDIFICADO NoPH,URBANO,both,Estudio A,120,18,418000,2023-04-18,2024-10-18,128,29,91-180 días,En mora,146600,61700,208300,0,2025-12-10
619,402632,"PINTO, OCTAVIO                          ",2528,VILLA CABRERA                           ,5,16,58,42,1101010516058042,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Con mora en los últimos 24 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384604.36727257 6527074.00627558, 4384620.7422248 6527072.3812775, 4384621.05472389 6527072.38127745, 4384624.9922117 6527067.94378971, 4384637.33592569 6527066.69379124, 4384629.52344665 6527056.81882137, 4384614.96098658 6527043.38136306, 4384602.14852578 6527055.25633063, 4384601.49227757 6527054.63133256, 4384583.52357669 6527037.2563863, 4384568.92986659 6527023.19392981, 4384561.55488935 6527031.13140793, 4384604.36727257 6527074.00627558))",EDIFICADO NoPH,URBANO,both,Estudio A,108,36,827000,2024-03-02,2027-03-02,165,27,91-180 días,En mora,622300,303800,926100,0,2025-10-18
620,407873,"ZIPOLI, DOMINGO                         ",1107,ESCOBAR                                 ,5,23,6,9,1101010523006009,Perfil Con Límites,Perfil Con Límites. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,,,,left_only,Estudio B,84,6,193000,2024-06-17,2024-12-17,68,35,61-90 días,En mora,36000,5600,41600,0,2026-02-10
621,407873,"ZIPOLI, DOMINGO                         ",1107,ESCOBAR                                 ,5,23,6,9,1101010523006009,Perfil Con Límites,Perfil Con Límites. Empresa Micro. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,,,,left_only,Estudio B,96,12,181000,2024-05-03,2025-05-03,87,48,61-90 días,En mora,43100,9900,53000,15100,2026-01-02
622,416219,SANTA ROSA                              ,2060,ALBERDI                                 ,6,11,20,22,1101010611020022,Perfil Con Límites,"Perfil Con Límites. Con actividad. NSE B. Con atrasos vigentes en el sistema financiero. Con atrasos en los últimos 6 meses según BCRA. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $1.217.500,00 y $1.218.000,00.","POLYGON ((4384994.14712172 6525497.57330314, 4384983.02215463 6525501.51079356, 4384991.11588514 6525524.573225, 4385002.14710251 6525520.76073422, 4384994.14712172 6525497.57330314))",EDIFICADO NoPH,URBANO,both,Estudio A,60,18,316000,2024-05-26,2025-11-26,33,40,31-60 días,En mora,28600,1600,30200,0,2026-03-18
623,416219,SANTA ROSA                              ,2060,ALBERDI                                 ,6,11,20,22,1101010611020022,Perfil Con Límites,"Perfil Con Límites. Con actividad. NSE B. Con atrasos vigentes en el sistema financiero. Con atrasos en los últimos 6 meses según BCRA. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $1.217.500,00 y $1.218.000,00.","POLYGON ((4384994.14712172 6525497.57330314, 4384983.02215463 6525501.51079356, 4384991.11588514 6525524.573225, 4385002.14710251 6525520.76073422, 4384994.14712172 6525497.57330314))",EDIFICADO NoPH,URBANO,both,Estudio B,120,48,646000,2024-07-26,2028-07-26,81,43,61-90 días,En mora,515200,137200,652400,0,2026-01-25
624,416235,"REMONDA, SILVESTRE RAUL DR.             ",350,ALBERDI                                 ,6,11,20,40,1101010611020040,Perfil Insuficiente,"Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $14.000,00 y $14.500,00.","POLYGON ((4384964.30346902 6525560.63562453, 4384968.58470867 6525572.57308902, 4384991.70964018 6525564.01061, 4384994.64713308 6525572.32308528, 4385004.58460367 6525568.69809415, 4385015.02207278 6525564.94810328, 4385024.45955003 6525591.82302338, 4385027.99078959 6525590.57302641, 4385019.42831039 6525567.19809598, 4385015.33457035 6525556.07312908, 4385010.99083088 6525544.07316479, 4384964.30346902 6525560.63562453))",EDIFICADO PH,URBANO,both,Estudio C,84,24,143000,2024-11-20,2026-11-20,139,25,91-180 días,En mora,98900,31600,130500,0,2025-11-22
625,416235,"REMONDA, SILVESTRE RAUL DR.             ",350,ALBERDI                                 ,6,11,20,40,1101010611020040,Perfil Insuficiente,"Perfil Insuficiente. Sin actividad declarada. NSE sin determinar. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $14.000,00 y $14.500,00.","POLYGON ((4384964.30346902 6525560.63562453, 4384968.58470867 6525572.57308902, 4384991.70964018 6525564.01061, 4384994.64713308 6525572.32308528, 4385004.58460367 6525568.69809415, 4385015.02207278 6525564.94810328, 4385024.45955003 6525591.82302338, 4385027.99078959 6525590.57302641, 4385019.42831039 6525567.19809598, 4385015.33457035 6525556.07312908, 4385010.99083088 6525544.07316479, 4384964.30346902 6525560.63562453))",EDIFICADO PH,URBANO,both,Estudio A,60,48,113000,2023-10-29,2027-10-29,116,30,91-180 días,En mora,80000,15300,95300,0,2025-12-06
626,416348,"MU¶IZ, FRANCISCO JAVIER DR.             ",298,ALBERDI                                 ,6,11,23,42,1101010611023042,Perfil Con Límites,"Perfil Con Límites. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Con atrasos en los últimos 12 meses según BCRA. Sin información judicial relevada. Registra un compromiso mensual entre $16.000,00 y $16.500,00.","POLYGON ((4385051.42820001 6525464.26089039, 4385063.51302626 6525459.97696969, 4385053.69816501 6525430.93282983, 4385052.24202765 6525431.11937313, 4385052.70174597 6525442.03659561, 4385047.75800616 6525443.80349593, 4385044.69759581 6525444.89729137, 4385051.42820001 6525464.26089039))",EDIFICADO PH,URBANO,both,Estudio B,108,12,645000,2022-09-30,2023-09-30,50,48,31-60 días,En mora,88400,13100,101500,0,2026-03-02
627,417226,VEINTISIETE DE ABRIL                    ,2141,ALBERDI                                 ,6,11,41,16,1101010611041016,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4384708.40533892 6525037.70455832, 4384719.30409409 6525066.32460637, 4384764.33521088 6525050.38714508, 4384754.58523434 6525022.51222793, 4384733.8040458 6525029.76221037, 4384729.0540573 6525016.5747496, 4384714.55410017 6525021.57473752, 4384718.61659061 6525034.44969933, 4384708.40533892 6525037.70455832))",EDIFICADO NoPH,URBANO,both,Estudio B,96,48,237000,2023-09-10,2027-09-10,0,89,Al día,Vigente,84500,6700,91200,4900,2026-03-30
628,417226,VEINTISIETE DE ABRIL                    ,2141,ALBERDI                                 ,6,11,41,16,1101010611041016,Perfil Excelente,Perfil Excelente. Empresa N/a. Sector económico: Servicios de la administracion publica. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4384708.40533892 6525037.70455832, 4384719.30409409 6525066.32460637, 4384764.33521088 6525050.38714508, 4384754.58523434 6525022.51222793, 4384733.8040458 6525029.76221037, 4384729.0540573 6525016.5747496, 4384714.55410017 6525021.57473752, 4384718.61659061 6525034.44969933, 4384708.40533892 6525037.70455832))",EDIFICADO NoPH,URBANO,both,Estudio C,96,6,275000,2024-02-17,2024-08-17,0,99,Al día,Vigente,0,0,0,45800,2026-03-27
629,417498,DOCE DE OCTUBRE                         ,2335,ALTO ALBERDI                            ,6,12,4,34,1101010612004034,Perfil Insuficiente,Perfil Insuficiente. Cuit Inactivo Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4384847.8039015 6526113.07153482, 4384850.71014449 6526121.32151028, 4384858.80387054 6526118.44651728, 4384865.58510434 6526138.63395728, 4384873.05383223 6526135.94646383, 4384864.36635326 6526111.75903581, 4384855.92887369 6526088.32160555, 4384840.92891809 6526093.63409264, 4384847.8039015 6526113.07153482))",EDIFICADO NoPH,URBANO,both,Estudio B,60,12,99000,2022-04-21,2023-04-21,82,41,61-90 días,En mora,22200,3000,25200,0,2026-01-08
630,417498,DOCE DE OCTUBRE                         ,2335,ALTO ALBERDI                            ,6,12,4,34,1101010612004034,Perfil Insuficiente,Perfil Insuficiente. Cuit Inactivo Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4384847.8039015 6526113.07153482, 4384850.71014449 6526121.32151028, 4384858.80387054 6526118.44651728, 4384865.58510434 6526138.63395728, 4384873.05383223 6526135.94646383, 4384864.36635326 6526111.75903581, 4384855.92887369 6526088.32160555, 4384840.92891809 6526093.63409264, 4384847.8039015 6526113.07153482))",EDIFICADO NoPH,URBANO,both,Estudio C,108,24,225000,2024-04-09,2026-04-09,100,31,91-180 días,En gestión judicial,62300,18400,80700,0,2025-12-14
631,417869,COLON AV.                               ,2350,ALTO ALBERDI                            ,6,12,17,57,1101010612017057,Perfil Superior,Perfil Superior. Empresa Micro. Sector económico: Comercio. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Con cheques de persona jurídica rechazados por defectos formales. Sin información judicial relevada.,"POLYGON ((4384659.99619948 6525515.71648227, 4384637.08126339 6525523.72830654, 4384641.10340183 6525535.54976073, 4384664.1612867 6525527.13674226, 4384659.99619948 6525515.71648227))",EDIFICADO NoPH,URBANO,both,Estudio B,96,6,360000,2023-08-20,2024-02-20,1,90,1-30 días,En mora,1000,100,1100,60000,2026-04-02
632,417869,COLON AV.                               ,2350,ALTO ALBERDI                            ,6,12,17,57,1101010612017057,Perfil Superior,Perfil Superior. Empresa Micro. Sector económico: Comercio. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Con cheques de persona jurídica rechazados por defectos formales. Sin información judicial relevada.,"POLYGON ((4384659.99619948 6525515.71648227, 4384637.08126339 6525523.72830654, 4384641.10340183 6525535.54976073, 4384664.1612867 6525527.13674226, 4384659.99619948 6525515.71648227))",EDIFICADO NoPH,URBANO,both,Estudio B,108,48,695000,2024-10-23,2028-10-23,2,85,1-30 días,En mora,446200,39600,485800,0,2026-04-05
633,417870,COLON AV.                               ,2350,ALTO ALBERDI                            ,6,12,17,58,1101010612017058,Perfil Superior,Perfil Superior. Empresa Micro. Sector económico: Comercio. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Con cheques de persona jurídica rechazados por defectos formales. Sin información judicial relevada.,"POLYGON ((4384664.1612867 6525527.13674226, 4384641.10340183 6525535.54976073, 4384643.77688897 6525543.40739819, 4384657.33314849 6525538.46242823, 4384667.00558681 6525534.93417497, 4384664.1612867 6525527.13674226))",BALDIO,URBANO,both,Estudio B,108,48,211000,2022-08-21,2026-08-21,4,90,1-30 días,En mora,22000,2000,24000,4400,2026-04-06
634,417870,COLON AV.                               ,2350,ALTO ALBERDI                            ,6,12,17,58,1101010612017058,Perfil Superior,Perfil Superior. Empresa Micro. Sector económico: Comercio. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Con cheques de persona jurídica rechazados por defectos formales. Sin información judicial relevada.,"POLYGON ((4384664.1612867 6525527.13674226, 4384641.10340183 6525535.54976073, 4384643.77688897 6525543.40739819, 4384657.33314849 6525538.46242823, 4384667.00558681 6525534.93417497, 4384664.1612867 6525527.13674226))",BALDIO,URBANO,both,Estudio A,72,24,1156000,2024-09-20,2026-09-20,1,81,1-30 días,En mora,266000,15700,281700,48200,2026-03-27
635,418675,VEINTISIETE DE ABRIL                    ,2553,ALTO ALBERDI                            ,6,12,35,39,1101010612035039,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4384285.27412831 6525221.13672999, 4384294.08660222 6525217.94923777, 4384291.14910926 6525209.32426339, 4384281.18038308 6525180.01185048, 4384272.05541007 6525183.19934277, 4384285.27412831 6525221.13672999))",EDIFICADO NoPH,URBANO,both,Estudio C,72,12,224000,2023-05-07,2024-05-07,449,22,+180 días,En mora,179200,158700,337900,18700,2025-01-25
636,418675,VEINTISIETE DE ABRIL                    ,2553,ALTO ALBERDI                            ,6,12,35,39,1101010612035039,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),"POLYGON ((4384285.27412831 6525221.13672999, 4384294.08660222 6525217.94923777, 4384291.14910926 6525209.32426339, 4384281.18038308 6525180.01185048, 4384272.05541007 6525183.19934277, 4384285.27412831 6525221.13672999))",EDIFICADO NoPH,URBANO,both,Estudio A,120,6,225000,2023-09-21,2024-03-21,289,8,+180 días,En mora,178200,169300,347500,0,2025-07-03
637,419391,LA RIOJA                                ,2728,ALTO ALBERDI                            ,6,13,14,23,1101010613014023,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sector económico: Construccion. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384298.77420109 6525869.82233788, 4384295.30546137 6525871.07233484, 4384290.93047432 6525872.63483104, 4384291.9304719 6525875.44732267, 4384292.80546978 6525877.88481541, 4384296.30546135 6525887.82228586, 4384297.27420902 6525890.57227768, 4384297.77420782 6525892.00977341, 4384305.14919003 6525912.8222115, 4384305.30543964 6525913.19721037, 4384306.33668717 6525916.13470164, 4384307.61793407 6525919.75969085, 4384310.11792668 6525918.88469297, 4384311.8991714 6525918.25969449, 4384315.86790966 6525916.88469781, 4384314.83666216 6525914.00970637, 4384312.52416777 6525907.69722516, 4384309.0866761 6525898.19725343, 4384305.77418414 6525889.1347804, 4384305.58668458 6525888.57228208, 4384305.27418534 6525887.69728469, 4384304.7116867 6525886.19728914, 4384303.21169034 6525882.00980161, 4384301.64919412 6525877.75981426, 4384300.24294754 6525873.88482579, 4384299.52419928 6525871.88483175, 4384298.77420109 6525869.82233788))",EDIFICADO NoPH,URBANO,both,Estudio B,96,24,1063000,2023-12-25,2025-12-25,161,33,91-180 días,En gestión judicial,468900,198600,667500,0,2025-11-06
638,419391,LA RIOJA                                ,2728,ALTO ALBERDI                            ,6,13,14,23,1101010613014023,Perfil Insuficiente,Perfil Insuficiente. Empresa Micro. Sector económico: Construccion. Con mora vigente en el sistema financiero. Con mora en los últimos 6 meses según BCRA. Con cheques de persona jurídica rechazados por falta de fondos. Sin información judicial relevada.,"POLYGON ((4384298.77420109 6525869.82233788, 4384295.30546137 6525871.07233484, 4384290.93047432 6525872.63483104, 4384291.9304719 6525875.44732267, 4384292.80546978 6525877.88481541, 4384296.30546135 6525887.82228586, 4384297.27420902 6525890.57227768, 4384297.77420782 6525892.00977341, 4384305.14919003 6525912.8222115, 4384305.30543964 6525913.19721037, 4384306.33668717 6525916.13470164, 4384307.61793407 6525919.75969085, 4384310.11792668 6525918.88469297, 4384311.8991714 6525918.25969449, 4384315.86790966 6525916.88469781, 4384314.83666216 6525914.00970637, 4384312.52416777 6525907.69722516, 4384309.0866761 6525898.19725343, 4384305.77418414 6525889.1347804, 4384305.58668458 6525888.57228208, 4384305.27418534 6525887.69728469, 4384304.7116867 6525886.19728914, 4384303.21169034 6525882.00980161, 4384301.64919412 6525877.75981426, 4384300.24294754 6525873.88482579, 4384299.52419928 6525871.88483175, 4384298.77420109 6525869.82233788))",EDIFICADO NoPH,URBANO,both,Estudio D,84,24,420000,2023-09-27,2025-09-27,85,42,61-90 días,En mora,97800,19100,116900,17500,2026-01-19
639,419872,SANTA ROSA                              ,3085,ALTO ALBERDI                            ,6,13,25,34,1101010613025034,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $224.000,00 y $224.500,00.","POLYGON ((4383866.27545273 6525858.63494504, 4383868.61919708 6525865.19742552, 4383874.65043252 6525882.0723753, 4383888.87639455 6525877.08087573, 4383880.49416061 6525853.38495788, 4383866.27545273 6525858.63494504))",EDIFICADO NoPH,URBANO,both,Estudio D,72,36,246000,2024-09-17,2027-09-17,22,68,1-30 días,En mora,133400,7900,141300,6800,2026-03-17
640,419872,SANTA ROSA                              ,3085,ALTO ALBERDI                            ,6,13,25,34,1101010613025034,Perfil Adecuado,"Perfil Adecuado. Con actividad. NSE sin determinar. De cumplimiento normal con entidades financieras. Sin atrasos en los últimos 24 meses con entidades financieras. Registra información judicial relevada y/o edictos publicados. Registra un compromiso mensual entre $224.000,00 y $224.500,00.","POLYGON ((4383866.27545273 6525858.63494504, 4383868.61919708 6525865.19742552, 4383874.65043252 6525882.0723753, 4383888.87639455 6525877.08087573, 4383880.49416061 6525853.38495788, 4383866.27545273 6525858.63494504))",EDIFICADO NoPH,URBANO,both,Estudio C,96,24,325000,2022-07-03,2024-07-03,22,62,1-30 días,En mora,19600,1500,21100,13500,2026-03-02
641,424102,"SONNET JEAN,PJE.                        ",434,ALTOS DE SANTA ANA                      ,6,21,1,23,1101010621001023,Perfil Con Límites,Perfil Con Límites. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4381323.21173428 6525447.88763771, 4381299.76712383 6525456.56805722, 4381273.07048451 6525466.45254771, 4381288.5323977 6525503.76006632, 4381292.20229296 6525512.61503037, 4381304.76573347 6525507.97198499, 4381317.78476769 6525503.16056677, 4381313.45795957 6525491.97170932, 4381309.13113706 6525480.78281466, 4381304.0939767 6525467.75703037, 4381327.53982108 6525459.07994153, 4381323.21173428 6525447.88763771))",EDIFICADO NoPH,URBANO,both,Estudio D,108,6,934000,2024-03-10,2024-09-10,33,35,31-60 días,En mora,84400,8200,92600,0,2026-02-28
642,424102,"SONNET JEAN,PJE.                        ",434,ALTOS DE SANTA ANA                      ,6,21,1,23,1101010621001023,Perfil Con Límites,Perfil Con Límites. Sin registraciones de deuda vigente en BCRA. Sin atrasos en los últimos 24 meses con entidades financieras. Sin información judicial relevada.,"POLYGON ((4381323.21173428 6525447.88763771, 4381299.76712383 6525456.56805722, 4381273.07048451 6525466.45254771, 4381288.5323977 6525503.76006632, 4381292.20229296 6525512.61503037, 4381304.76573347 6525507.97198499, 4381317.78476769 6525503.16056677, 4381313.45795957 6525491.97170932, 4381309.13113706 6525480.78281466, 4381304.0939767 6525467.75703037, 4381327.53982108 6525459.07994153, 4381323.21173428 6525447.88763771))",EDIFICADO NoPH,URBANO,both,Estudio D,60,6,1011000,2024-12-04,2025-06-04,71,35,61-90 días,En mora,196700,23000,219700,0,2026-01-30
643,426533,SANTA ANA AV.                           ,3434,TRANVIARIOS                             ,6,24,38,55,1101010624038055,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),,,,left_only,Estudio B,96,36,204000,2022-08-30,2025-08-30,510,20,+180 días,En mora,163200,218900,382100,0,2024-11-22
644,426533,SANTA ANA AV.                           ,3434,TRANVIARIOS                             ,6,24,38,55,1101010624038055,Perfil Nulo,Perfil Nulo. Persona fallecida. (Fuente: AFIP),,,,left_only,Estudio D,120,6,352000,2022-10-07,2023-04-07,151,23,91-180 días,En gestión judicial,145600,72300,217900,0,2025-11-02
